"msgId","msgSvrId","type","status","isSend","isShowTimer","createTime","talker","content","imgPath","reserved","lvbuffer","transContent","transBrandWording","talkerId","bizClientMsgId","bizChatId","bizChatUserId","msgSeq","flag"
"2352","154620799142933051","1","2","1","","1619541536136","wxid_o1ftbileig8i21","帮你","","","{","","","497","","-1","","0","0"
"2353","590088466564875896","47","4","0","","1619541555000","wxid_o1ftbileig8i21","wxid_o1ftbileig8i21:0:0:a522c5cef814df7fd447ac739c2ccee8::0
","a522c5cef814df7fd447ac739c2ccee8","","{","","","497","","-1","","710483416","0"
"2354","2392599648701468770","1","4","0","","1619541561000","wxid_o1ftbileig8i21","好呀好呀","","","{","","","497","","-1","","710483417","0"
"2355","822720195445737290","1","2","1","","1619541573152","wxid_o1ftbileig8i21","就像以前第一名带最后一名，对双方都好","","","{","","","497","","-1","","0","0"
"2356","4575626999832125149","3","2","1","","1619541597564","wxid_o1ftbileig8i21","<msg><img encryver="""" cdnthumbheight=""0"" cdnthumbwidth=""0"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnbigimgurl=""30780201000471306f0201000204993fd09e02032f57250204292c06af020460883e5d044a617570696d675f323936333232383532356466323364365f313631393534313539373536345f32393138303736642d393738662d343261302d393363302d363565633062393337313330020401092a010201000400"" hdlength=""1953027"" md5="""" length=""8161"" cdnthumbaeskey=""f369ed629842c15dcf8542a004ad1b80"" cdnthumblength=""4925"" aeskey=""f369ed629842c15dcf8542a004ad1b80"" cdnmidimgurl=""30780201000471306f0201000204993fd09e02032f57250204292c06af020460883e5d044a617570696d675f323936333232383532356466323364365f313631393534313539373536345f32393138303736642d393738662d343261302d393363302d363565633062393337313330020401092a010201000400"" cdnthumburl=""30780201000471306f0201000204993fd09e02032f57250204292c06af020460883e5d044a617570696d675f323936333232383532356466323364365f313631393534313539373536345f32393138303736642d393738662d343261302d393363302d363565633062393337313330020401092a010201000400"" /></msg>","THUMBNAIL_DIRPATH://th_6c0a3e717f4c52cf9088027de18b4e51","","{","","","497","","-1","","0","0"
"2357","4256006344616555519","1","4","0","","1619541605000","wxid_o1ftbileig8i21","我当第一名的时候好像也带不了别人[捂脸]","","","{","","","497","","-1","","710483420","0"
"2358","5904685472023654024","1","2","1","","1619541626905","wxid_o1ftbileig8i21","我一天没开电脑，咱俩聊天记录的提示","","","{","","","497","","-1","","0","0"
"2359","4050945860483940355","1","4","0","","1619541628000","wxid_o1ftbileig8i21","因为我都不明白自己怎么考第一名的，不明白着然后就不是第一名了","","","{","","","497","","-1","","710483422","0"
"2360","1098960909859430688","1","2","1","","1619541635456","wxid_o1ftbileig8i21","都不显示99+了","","","{","","","497","","-1","","0","0"
"2361","3301047988005240577","1","4","0","","1619541638000","wxid_o1ftbileig8i21","哈哈哈哈","","","{","","","497","","-1","","710483424","0"
"2362","7569103979370291083","1","2","1","","1619541652189","wxid_o1ftbileig8i21","可能你天资聪颖","","","{","","","497","","-1","","0","0"
"2363","4754230282561429444","1","4","0","","1619541700000","wxid_o1ftbileig8i21","哇，又被夸了，但我更喜欢方法派和执行力很强的那种人","","","{","","","497","","-1","","710483427","0"
"2364","6920848243441366601","1","2","1","","1619541723262","wxid_o1ftbileig8i21","我就是啊","","","{","","","497","","-1","","0","0"
"2365","6068910947159377645","1","4","0","","1619541728000","wxid_o1ftbileig8i21","这种感觉会让人踏实","","","{","","","497","","-1","","710483431","0"
"2366","4965732797101768210","1","2","1","","1619541737299","wxid_o1ftbileig8i21","当时找着方法了，也有计划","","","{","","","497","","-1","","0","0"
"2367","3602232225147461343","1","2","1","","1619541748303","wxid_o1ftbileig8i21","无奈还是不够聪颖","","","{","","","497","","-1","","0","0"
"2368","7899259904466378797","1","2","1","","1619541754473","wxid_o1ftbileig8i21","尽力了","","","{","","","497","","-1","","0","0"
"2369","5631188230796036324","1","4","0","","1619541768000","wxid_o1ftbileig8i21","聪明这种事情是没有上限的","","","{","","","497","","-1","","710483435","0"
"2370","7261528698528696173","1","2","1","","1619541775762","wxid_o1ftbileig8i21","是啊","","","{","","","497","","-1","","0","0"
"2371","6643347408167348613","1","4","0","","1619541780000","wxid_o1ftbileig8i21","你也很聪明了","","","{","","","497","","-1","","710483437","0"
"2372","3395674477822769322","1","4","0","","1620117128000","wxid_o1ftbileig8i21","最后不耐烦地说我得交钱了","","","{","","","497","","-1","","710487190","0"
"2373","779093497143183109","1","2","1","","1620117134677","wxid_o1ftbileig8i21","不轰炸你手机就不错了","","","{","","","497","","-1","","0","0"
"2374","549175453673183945","1","2","1","","1620117395072","wxid_o1ftbileig8i21","今天还学习吗","","","{","","","497","","-1","","0","0"
"2375","8161229687430485829","1","4","0","","1620117438000","wxid_o1ftbileig8i21","晚上看看书","","","{","","","497","","-1","","710487195","0"
"2376","1609930010508569135","1","4","0","","1620117445000","wxid_o1ftbileig8i21","现在在吃水果","","","{","","","497","","-1","","710487196","0"
"2377","8717166860548451797","1","2","1","","1620117455212","wxid_o1ftbileig8i21","让我看看","","","{","","","497","","-1","","0","0"
"2378","2881457614402709927","1","4","0","","1620117457000","wxid_o1ftbileig8i21","你大概什么时间到太原呀","","","{","","","497","","-1","","710487197","0"
"2379","7242046757446053045","1","2","1","","1620117483547","wxid_o1ftbileig8i21","六点多","","","{","","","497","","-1","","0","0"
"2380","3574456746545480903","1","2","1","","1620117492295","wxid_o1ftbileig8i21","现在在石家庄站","","","{","","","497","","-1","","0","0"
"2381","7287850297858531776","1","2","1","","1620117500358","wxid_o1ftbileig8i21","等车，马上来","","","{","","","497","","-1","","0","0"
"2382","9052063897961732593","1","2","1","","1620117519802","wxid_o1ftbileig8i21","还是火车靠谱","","","{","","","497","","-1","","0","0"
"2383","3850602450293902873","1","4","0","","1620117564000","wxid_o1ftbileig8i21","嗯嗯，毕竟不会晚点","","","{","","","497","","-1","","710487198","0"
"2384","6704882546026364128","1","2","1","","1620117580133","wxid_o1ftbileig8i21","买的啥水果","","","{","","","497","","-1","","0","0"
"2385","6467421343203186537","1","4","0","","1620117585000","wxid_o1ftbileig8i21","就菠萝","","","{","","","497","","-1","","710487199","0"
"2386","8936796561361342137","1","4","0","","1620117598000","wxid_o1ftbileig8i21","柑桔","","","{","","","497","","-1","","710487200","0"
"2387","6223488735494368587","1","2","1","","1620117614325","wxid_o1ftbileig8i21","喜欢酸甜口？","","","{","","","497","","-1","","0","0"
"2388","4298919064568560643","1","4","0","","1620117799000","wxid_o1ftbileig8i21","嗯嗯差不多","","","{","","","497","","-1","","710487201","0"
"2389","5187523292322598395","1","4","0","","1620118512000","wxid_o1ftbileig8i21","你有两个微信号呀","","","{","","","497","","-1","","710487205","0"
"2390","2568698344152879704","1","2","1","","1620118525989","wxid_o1ftbileig8i21","[奸笑]","","","{","","","497","","-1","","0","0"
"2391","9146826135055543227","1","2","1","","1620118535349","wxid_o1ftbileig8i21","你怎么知道","","","{","","","497","","-1","","0","0"
"2392","1456907939302989276","1","4","0","","1620118544000","wxid_o1ftbileig8i21","你刚才的电话","","","{","","","497","","-1","","710487206","0"
"2393","6123968944842955912","1","4","0","","1620118557000","wxid_o1ftbileig8i21","我添加联系人后微信给推的","","","{","","","497","","-1","","710487207","0"
"2394","5615108104202320561","1","2","1","","1620118567419","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","0","0"
"2395","1524928563471858299","1","2","1","","1620118574963","wxid_o1ftbileig8i21","另一个号你知道吗","","","{","","","497","","-1","","0","0"
"2396","4204243886544953045","1","2","1","","1620118580550","wxid_o1ftbileig8i21","手机号","","","{","","","497","","-1","","0","0"
"2397","4869654700472634964","1","2","1","","1620118601321","wxid_o1ftbileig8i21","也是我现在这个微信号绑定的手机","","","{","","","497","","-1","","0","0"
"2398","5329017324494701174","1","2","1","","1620118664896","wxid_o1ftbileig8i21","这个号主要是用的时间太久了，绑定很多，不常用，但是还能用，打电话一般用的就是198那个号了","","","{","","","497","","-1","","0","0"
"2399","5640470484296712982","1","4","0","","1620118683000","wxid_o1ftbileig8i21","应该知道吧","","","{","","","497","","-1","","710487208","0"
"2400","9065405570157789444","1","2","1","","1620118693763","wxid_o1ftbileig8i21","183那个","","","{","","","497","","-1","","0","0"
"2401","2726935552040602507","1","4","0","","1620118702000","wxid_o1ftbileig8i21","所以我看到198一开始没想到是你","","","{","","","497","","-1","","710487209","0"
"2402","8147972097759812349","1","2","1","","1620118716210","wxid_o1ftbileig8i21","试试你说话算不算","","","{","","","497","","-1","","0","0"
"2403","8193977588227560058","1","4","0","","1620118723000","wxid_o1ftbileig8i21","不算[皱眉]","","","{","","","497","","-1","","710487210","0"
"2404","6202331004698684355","1","2","1","","1620118751202","wxid_o1ftbileig8i21","哈哈","","","{","","","497","","-1","","0","0"
"2405","3478959511013112640","1","2","1","","1620118798993","wxid_o1ftbileig8i21","俩微信俩QQ","","","{","","","497","","-1","","0","0"
"2406","8684814290063151724","1","4","0","","1620118814000","wxid_o1ftbileig8i21","一般常用这个吗","","","{","","","497","","-1","","710487211","0"
"2407","6411104385696888641","1","2","1","","1620118829046","wxid_o1ftbileig8i21","你猜","","","{","","","497","","-1","","0","0"
"2408","4622409729050930579","1","2","1","","1620118832566","wxid_o1ftbileig8i21","[奸笑]","","","{","","","497","","-1","","0","0"
"2409","5967196839641131040","1","2","1","","1620118857690","wxid_o1ftbileig8i21","主要就是用这个","","","{","","","497","","-1","","0","0"
"2410","7172243580327465718","1","2","1","","1620118873940","wxid_o1ftbileig8i21","那个QQ是以前打游戏练小号注册的","","","{","","","497","","-1","","0","0"
"2411","948254221154073930","1","4","0","","1620118873941","wxid_o1ftbileig8i21","嗯嗯，那另一个我也不加了哈哈","","","{","","","497","","-1","","710487213","0"
"2412","5679195239933696142","1","2","1","","1620118889125","wxid_o1ftbileig8i21","顺带注册了微信，里面好友就只有这个号","","","{","","","497","","-1","","0","0"
"2413","3768073637677759430","1","2","1","","1620124266179","wxid_o1ftbileig8i21","太原比北京冷","","","{","","","497","","-1","","0","0"
"2414","2932178673694488532","1","2","1","","1620124276015","wxid_o1ftbileig8i21","[恐惧]","","","{","","","497","","-1","","0","0"
"2415","7637201113465960670","1","2","1","","1620124285644","wxid_o1ftbileig8i21","风嗖嗖的","","","{","","","497","","-1","","0","0"
"2416","8354912064814502301","1","4","0","","1620124298000","wxid_o1ftbileig8i21","赶紧穿上外套[皱眉]","","","{","","","497","","-1","","710487228","0"
"2417","1644514619039301291","1","2","1","","1620124311829","wxid_o1ftbileig8i21","没事","","","{","","","497","","-1","","0","0"
"2418","3686813415507085669","1","2","1","","1620124318189","wxid_o1ftbileig8i21","吹吹风[奸笑]","","","{","","","497","","-1","","0","0"
"2419","743316167699922214","1","4","0","","1620124349000","wxid_o1ftbileig8i21","哈哈哈，还需要吗，都这么冷静了[愉快]","","","{","","","497","","-1","","710487229","0"
"2420","6426859410707131736","1","2","1","","1620124402278","wxid_o1ftbileig8i21","你要是当时摸我胸口，就知道心跳多少了","","","{","","","497","","-1","","0","0"
"2421","8930381068791219004","1","4","0","","1620124480000","wxid_o1ftbileig8i21","哈哈哈还是你看着稳","","","{","","","497","","-1","","710487230","0"
"2422","4691780074562743128","1","2","1","","1620124667113","wxid_o1ftbileig8i21","总算上公交了","","","{","","","497","","-1","","0","0"
"2423","8144863762771180842","1","4","0","","1620124683000","wxid_o1ftbileig8i21","到学校要多久呀","","","{","","","497","","-1","","710487231","0"
"2424","2436149784695632876","1","2","1","","1620124690780","wxid_o1ftbileig8i21","四十分钟？","","","{","","","497","","-1","","0","0"
"2425","7483311763856929955","1","2","1","","1620124695703","wxid_o1ftbileig8i21","差不多，看堵不堵","","","{","","","497","","-1","","0","0"
"2426","4153958696571541387","1","2","1","","1620124717045","wxid_o1ftbileig8i21","城际公交","","","{","","","497","","-1","","0","0"
"2427","3091659678754173215","1","4","0","","1620125058000","wxid_o1ftbileig8i21","嗯嗯回去就可以好好吃饭好好睡觉了[嘿哈]","","","{","","","497","","-1","","710487235","0"
"2428","8042979670959156211","1","2","1","","1620125100416","wxid_o1ftbileig8i21","昨天从桂林机场走延误一个小时，落到合肥机场，机舱里等摆渡车等了半个多小时，然后候机等了五个小时，落地到太原十一点半，今天早上六点半坐高铁到北京[旺柴]","","","{","","","497","","-1","","0","0"
"2429","8619462501016592185","1","4","0","","1620125140000","wxid_o1ftbileig8i21","太过波折和辛苦，还好见面没想打我[捂脸]","","","{","","","497","","-1","","710487236","0"
"2430","4435147825111771342","1","2","1","","1620125181350","wxid_o1ftbileig8i21","可以留作纪念了","","","{","","","497","","-1","","0","0"
"2431","6298565085207684221","1","2","1","","1620125199210","wxid_o1ftbileig8i21","五四","","","{","","","497","","-1","","0","0"
"2432","7661502309664750146","1","2","1","","1620125202568","wxid_o1ftbileig8i21","好记","","","{","","","497","","-1","","0","0"
"2433","3145535936373083494","1","2","1","","1620136884392","wxid_o1ftbileig8i21","还在学习？","","","{","","","497","","-1","","0","0"
"2434","7919364049062814182","1","4","0","","1620138505000","wxid_o1ftbileig8i21","没有啦","","","{","","","497","","-1","","710487325","0"
"2435","3196055967395781805","1","4","0","","1620138508000","wxid_o1ftbileig8i21","刚在洗漱","","","{","","","497","","-1","","710487326","0"
"2436","8942782285419267599","1","4","0","","1620138515000","wxid_o1ftbileig8i21","你开始休息了吗","","","{","","","497","","-1","","710487327","0"
"2437","9006079413734714214","1","2","1","","1620138541142","wxid_o1ftbileig8i21","开始了","","","{","","","497","","-1","","0","0"
"2438","7747093549607043570","1","4","0","","1620138955000","wxid_o1ftbileig8i21","是不是挺困的","","","{","","","497","","-1","","710487334","0"
"2439","7259944371250681008","1","2","1","","1620167776257","wxid_o1ftbileig8i21","睡了很久","","","{","","","497","","-1","","0","0"
"2440","3331307240418383185","1","2","1","","1620167782253","wxid_o1ftbileig8i21","[捂脸]","","","{","","","497","","-1","","0","0"
"2441","1675291175341131683","1","2","1","","1620170583535","wxid_o1ftbileig8i21","起床不","","","{","","","497","","-1","","0","0"
"2442","3924731589234306689","1","4","0","","1620170701000","wxid_o1ftbileig8i21","嗯嗯刚醒","","","{","","","497","","-1","","710487360","0"
"2443","494024376736386822","1","2","1","","1620170736191","wxid_o1ftbileig8i21","昨晚累不累","","","{","","","497","","-1","","0","0"
"2444","6861080563491620774","1","4","0","","1620170922000","wxid_o1ftbileig8i21","有点儿～昨天感觉睡的比较沉","","","{","","","497","","-1","","710487362","0"
"2445","2469607864737166789","1","2","1","","1620170941468","wxid_o1ftbileig8i21","你也能睡好了[奸笑]","","","{","","","497","","-1","","0","0"
"2446","397536937773719012","1","4","0","","1620171039000","wxid_o1ftbileig8i21","哈哈是呀托你的福","","","{","","","497","","-1","","710487364","0"
"2447","7570504237445326984","1","2","1","","1620171153391","wxid_o1ftbileig8i21","[旺柴]","","","{","","","497","","-1","","0","0"
"2448","4026282962582753873","1","2","1","","1620182833502","wxid_o1ftbileig8i21","今天还不能吃火锅吗","","","{","","","497","","-1","","0","0"
"2449","1324027800529595336","1","4","0","","1620182907000","wxid_o1ftbileig8i21","现在可以吃辣了就是一个人吃在客厅吃比较尴尬，不太想叫室友跟她男朋友[捂脸]","","","{","","","497","","-1","","710487403","0"
"2450","1397853339139733622","1","2","1","","1620182939275","wxid_o1ftbileig8i21","好吧[捂脸]","","","{","","","497","","-1","","0","0"
"2451","534329600538558596","1","2","1","","1620188158850","wxid_o1ftbileig8i21","今天不会胡思乱想了吧？[旺柴]","","","{","","","497","","-1","","0","0"
"2452","6399306847794218830","1","4","0","","1620188313000","wxid_o1ftbileig8i21","昨天有点儿，今天好些了[皱眉]","","","{","","","497","","-1","","710487524","0"
"2453","134936225224522400","1","2","1","","1619154125836","wxid_o1ftbileig8i21","晓得了[愉快][愉快][愉快]","","","{","","","497","","-1","","0","0"
"2454","1777251191370787993","3","2","1","","1619178151536","wxid_o1ftbileig8i21","<msg><img encryver="""" cdnthumbheight=""0"" cdnthumbwidth=""0"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnbigimgurl=""30780201000471306f0201000204993fd09e02032f57250204a02c06af02046082b2a8044a617570696d675f323936333232383532356466323364365f313631393137383135313533365f65383830393435622d656531362d343335362d393235352d613635386134326162396364020401092a010201000400"" hdlength=""5109893"" md5="""" length=""11926"" cdnthumbaeskey=""881a7a1c8167dcbb62079e1d903b8187"" cdnthumblength=""4398"" aeskey=""881a7a1c8167dcbb62079e1d903b8187"" cdnmidimgurl=""30780201000471306f0201000204993fd09e02032f57250204a02c06af02046082b2a8044a617570696d675f323936333232383532356466323364365f313631393137383135313533365f65383830393435622d656531362d343335362d393235352d613635386134326162396364020401092a010201000400"" cdnthumburl=""30780201000471306f0201000204993fd09e02032f57250204a02c06af02046082b2a8044a617570696d675f323936333232383532356466323364365f313631393137383135313533365f65383830393435622d656531362d343335362d393235352d613635386134326162396364020401092a010201000400"" /></msg>","THUMBNAIL_DIRPATH://th_2583ea88c669f95a9c170db47383d7f4","","{","","","497","","-1","","0","0"
"2455","5439055122038270884","1","2","1","","1619178175905","wxid_o1ftbileig8i21","你可以看到我的手环在哪里[机智]","","","{","","","497","","-1","","0","0"
"2456","3789644977933733985","1","4","0","","1619178722000","wxid_o1ftbileig8i21","看出了你要晒黑的决心","","","{","","","497","","-1","","710479176","0"
"2457","8252871760207482259","1","4","0","","1619178728000","wxid_o1ftbileig8i21","[捂脸]","","","{","","","497","","-1","","710479177","0"
"2458","2478253752770484539","1","2","1","","1619178998782","wxid_o1ftbileig8i21","并没有！！！","","","{","","","497","","-1","","0","0"
"2459","975035212050184703","1","2","1","","1619179029439","wxid_o1ftbileig8i21","骑自行车没感觉，回来待了一会就慢慢感觉胳膊粉红粉红的","","","{","","","497","","-1","","0","0"
"2460","6866228768315230917","1","2","1","","1619179055922","wxid_o1ftbileig8i21","一比较就蒙了","","","{","","","497","","-1","","0","0"
"2461","71887546800944067","1","4","0","","1619179664000","wxid_o1ftbileig8i21","看着像是有点儿晒伤的颜色","","","{","","","497","","-1","","710479190","0"
"2462","7493152196033080997","1","2","1","","1619179719426","wxid_o1ftbileig8i21","嗯[大哭]","","","{","","","497","","-1","","0","0"
"2463","8749250747193961857","1","2","1","","1619179730382","wxid_o1ftbileig8i21","恢复了就成黑色了","","","{","","","497","","-1","","0","0"
"2464","2965018957691715370","1","4","0","","1619179743000","wxid_o1ftbileig8i21","还是好好保养下吧，珍惜下我们大部分女生都羡慕的肤色[旺柴]","","","{","","","497","","-1","","710479193","0"
"2465","8819067195096318611","1","2","1","","1619179759210","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","0","0"
"2466","1641838768380730437","43","2","1","","1619188406230","wxid_o1ftbileig8i21","wxid_vxvfjk2ls4pa21:0:0
","162304100521848e73f44123","","{","","","497","","-1","","0","0"
"2467","1825609391391852227","1","2","1","","1619188424404","wxid_o1ftbileig8i21","这是去年十月多发的朋友圈","","","{","","","497","","-1","","0","0"
"2468","9106007334684665128","1","4","0","","1619188587000","wxid_o1ftbileig8i21","你写的那个字我都没看清[破涕为笑]","","","{","","","497","","-1","","710479321","0"
"2469","3225640948029265624","1","2","1","","1619188603870","wxid_o1ftbileig8i21","青","","","{","","","497","","-1","","0","0"
"2470","4269779679396526515","1","4","0","","1619189105000","wxid_o1ftbileig8i21","哦哦我只会写板正的楷体","","","{","","","497","","-1","","710479326","0"
"2471","2200755918846416306","1","2","1","","1619189163401","wxid_o1ftbileig8i21","下班了？","","","{","","","497","","-1","","0","0"
"2472","9088598265875979064","1","4","0","","1619189303000","wxid_o1ftbileig8i21","嗯嗯","","","{","","","497","","-1","","710479328","0"
"2473","4225006779090666857","1","4","0","","1619190409000","wxid_o1ftbileig8i21","刚回来，你明天打算做什么呀","","","{","","","497","","-1","","710479329","0"
"2474","1399479152962622119","1","2","1","","1619190506735","wxid_o1ftbileig8i21","明天好像下雨，民宿这有个小天台，下雨的话我就打伞到江边走走，不下雨就在天台坐坐，感觉也没啥可干的[捂脸]，另外再想想你啦[让我看看]","","","{","","","497","","-1","","0","0"
"2475","6745082980526913728","1","4","0","","1619190538000","wxid_o1ftbileig8i21","羡慕你现在惬意的生活哈哈～","","","{","","","497","","-1","","710479331","0"
"2476","2590010019471238529","1","4","0","","1619190555000","wxid_o1ftbileig8i21","刚才你怎么突然想起分享以前的票圈啦","","","{","","","497","","-1","","710479332","0"
"2477","45664174989894998","1","4","0","","1619190561000","wxid_o1ftbileig8i21","有啥特别的意义吗","","","{","","","497","","-1","","710479333","0"
"2478","1683856839817365199","1","2","1","","1619190566783","wxid_o1ftbileig8i21","谁不羡慕呢[奸笑]","","","{","","","497","","-1","","0","0"
"2479","668929128695548366","1","2","1","","1619190576017","wxid_o1ftbileig8i21","没啥，就想让你看呢","","","{","","","497","","-1","","0","0"
"2480","4750406582048706304","1","2","1","","1619190587399","wxid_o1ftbileig8i21","朋友圈丰富多彩","","","{","","","497","","-1","","0","0"
"2481","7664575398108523406","1","4","0","","1619190598000","wxid_o1ftbileig8i21","哈哈哈展示下有趣的灵魂吗","","","{","","","497","","-1","","710479337","0"
"2482","3507418548604756738","1","2","1","","1619190603924","wxid_o1ftbileig8i21","对呀","","","{","","","497","","-1","","0","0"
"2483","2419745584574469096","1","2","1","","1619190620233","wxid_o1ftbileig8i21","咱啥都会","","","{","","","497","","-1","","0","0"
"2484","5732128748289682581","1","2","1","","1619190652280","wxid_o1ftbileig8i21","写代码，外语，音乐，画画等等","","","{","","","497","","-1","","0","0"
"2485","4372738899680105639","1","2","1","","1619190709222","wxid_o1ftbileig8i21","还有做饭，PS，PR，AE全家桶都有研究[旺柴]","","","{","","","497","","-1","","0","0"
"2486","5784169173160405848","1","4","0","","1619190752000","wxid_o1ftbileig8i21","哇优秀啊！","","","{","","","497","","-1","","710479344","0"
"2487","8901072012277983505","1","2","1","","1619190764544","wxid_o1ftbileig8i21","学了很久的","","","{","","","497","","-1","","0","0"
"2488","6145581321732874279","1","4","0","","1619190764545","wxid_o1ftbileig8i21","画的画可以瞻仰下吗","","","{","","","497","","-1","","710479346","0"
"2489","2244526851086159198","1","2","1","","1619190775278","wxid_o1ftbileig8i21","我找找","","","{","","","497","","-1","","0","0"
"2490","3503895539991723546","3","2","1","","1619190994135","wxid_o1ftbileig8i21","<msg><img encryver="""" cdnthumbheight=""0"" cdnthumbwidth=""0"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnbigimgurl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4d3044a617570696d675f323936333232383532356466323364365f313631393139303939343133355f36653431343462642d633332392d346663622d383730322d326337323633663239623236020401092a010201000400"" hdlength=""462038"" md5="""" length=""5603"" cdnthumbaeskey=""bc60a75452091ab0875a28670f98b305"" cdnthumblength=""2754"" aeskey=""bc60a75452091ab0875a28670f98b305"" cdnmidimgurl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4d3044a617570696d675f323936333232383532356466323364365f313631393139303939343133355f36653431343462642d633332392d346663622d383730322d326337323633663239623236020401092a010201000400"" cdnthumburl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4d3044a617570696d675f323936333232383532356466323364365f313631393139303939343133355f36653431343462642d633332392d346663622d383730322d326337323633663239623236020401092a010201000400"" /></msg>","THUMBNAIL_DIRPATH://th_fc7c141ac53077f308cbd773ec3d82bf","","{","","","497","","-1","","0","0"
"2491","5519158739355971323","3","2","1","","1619191011135","wxid_o1ftbileig8i21","<msg><img encryver="""" cdnthumbheight=""0"" cdnthumbwidth=""0"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnbigimgurl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4e3044a617570696d675f323936333232383532356466323364365f313631393139313031313133355f62663963623337322d363766302d343931312d623634372d316137386133616635376338020401092a010201000400"" hdlength=""710718"" md5="""" length=""23422"" cdnthumbaeskey=""386e3de32f189ec0fc66345ef887f378"" cdnthumblength=""4269"" aeskey=""386e3de32f189ec0fc66345ef887f378"" cdnmidimgurl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4e3044a617570696d675f323936333232383532356466323364365f313631393139313031313133355f62663963623337322d363766302d343931312d623634372d316137386133616635376338020401092a010201000400"" cdnthumburl=""30780201000471306f0201000204993fd09e02032f57250204552c06af02046082e4e3044a617570696d675f323936333232383532356466323364365f313631393139313031313133355f62663963623337322d363766302d343931312d623634372d316137386133616635376338020401092a010201000400"" /></msg>","THUMBNAIL_DIRPATH://th_ff9e3e2733499e4704e62f3111351f36","","{","","","497","","-1","","0","0"
"2492","8934073969090443362","1","4","0","","1619191032000","wxid_o1ftbileig8i21","第一张是泰勒斯威夫特吗","","","{","","","497","","-1","","710479350","0"
"2493","5923985345377798020","1","2","1","","1619191035440","wxid_o1ftbileig8i21","就发过俩，剩下都在素描本","","","{","","","497","","-1","","0","0"
"2494","912986085782591467","1","2","1","","1619191049522","wxid_o1ftbileig8i21","一眼就看出来了[机智]","","","{","","","497","","-1","","0","0"
"2495","767265034703739432","1","4","0","","1619191049523","wxid_o1ftbileig8i21","哇你素描很厉害呀","","","{","","","497","","-1","","710479352","0"
"2496","584907165763632900","1","4","0","","1619191055000","wxid_o1ftbileig8i21","我只会画几何[捂脸][捂脸]","","","{","","","497","","-1","","710479354","0"
"2497","6493342576436722994","1","4","0","","1619191080000","wxid_o1ftbileig8i21","还有一些简单的静物，简单的油画","","","{","","","497","","-1","","710479355","0"
"2498","7971422567275099950","1","4","0","","1619191085000","wxid_o1ftbileig8i21","你想看吗","","","{","","","497","","-1","","710479356","0"
"2499","2075834041449878017","1","2","1","","1619191092886","wxid_o1ftbileig8i21","外国人五官很立体，容易画而且很有各自特点，一眼就认出来了","","","{","","","497","","-1","","0","0"
"2500","5639224806069154466","1","2","1","","1619191096136","wxid_o1ftbileig8i21","想看啊","","","{","","","497","","-1","","0","0"
"2501","6977353521593422487","1","4","0","","1619191099000","wxid_o1ftbileig8i21","但我没有素描的照片都在家里","","","{","","","497","","-1","","710479359","0"
"2502","1268360983050444587","1","2","1","","1619191103749","wxid_o1ftbileig8i21","还问我[无语]","","","{","","","497","","-1","","0","0"
"2503","6133123335082763715","1","2","1","","1619191112584","wxid_o1ftbileig8i21","你啥我都想看","","","{","","","497","","-1","","0","0"
"2504","3587941235361447951","3","4","0","","1619191117000","wxid_o1ftbileig8i21","<msg><img cdnbigimgurl=""307e020100047730750201000204da1cae3802032f4f5702042ca7206f02046082e54d0450777875706c6f61645f777869645f767876666a6b326c733470613231313130395f313631393139313131365f35346461663961322d303162662d343234392d383635632d393165316434623436363061020401052a010201000400"" hdlength=""338224"" cdnhdheight=""0"" length=""1"" cdnthumbaeskey=""5333cc5ea7d01d2d402e32b22c1bb397"" md5=""d19e9d91447e97415a104beb1615da35"" hevc_mid_size=""109318"" cdnhdwidth=""0"" cdnthumbwidth=""90"" cdnthumbheight=""120"" aeskey=""5333cc5ea7d01d2d402e32b22c1bb397"" cdnmidwidth=""0"" cdnmidheight=""0"" cdnthumblength=""4473"" encryver=""0"" cdnmidimgurl=""307e020100047730750201000204da1cae3802032f4f5702042ca7206f02046082e54d0450777875706c6f61645f777869645f767876666a6b326c733470613231313130395f313631393139313131365f35346461663961322d303162662d343234392d383635632d393165316434623436363061020401052a010201000400"" cdnthumburl=""307e020100047730750201000204da1cae3802032f4f5702042ca7206f02046082e54d0450777875706c6f61645f777869645f767876666a6b326c733470613231313130395f313631393139313131365f35346461663961322d303162662d343234392d383635632d393165316434623436363061020401052a010201000400"" /></msg>","THUMBNAIL_DIRPATH://th_770cf9afba98ae85d36c286309603c6d","","{","","","497","","-1","","710479362","0"
